"Orlando-Kissimmee-Sanford, FL",2267846,2134411,6.25,5 to 10,28.5383355,-81.3792365
"SacramentoRosevilleArden-Arcade, CA",2215770,2149127,3.1,0 to 5,38.5815719,-121.4943996
"Cincinnati, OH-KY-IN",2137406,2114580,1.08,0 to 5,39.1031182,-84.5120196
"Cleveland-Elyria, OH",2064725,2077240,-0.6,-5 to 0,41.49932,-81.6943605
"Kansas City, MO-KS",2054473,2009342,2.25,0 to 5,39.0997265,-94.5785667
"Las Vegas-Henderson-Paradise, NV",2027868,1951269,3.93,0 to 5,36.1699412,-115.1398296
"Columbus, OH",1967066,1901974,3.42,0 to 5,39.9611755,-82.9987942
"Indianapolis-Carmel-Anderson, IN",1953961,1887877,3.5,0 to 5,39.768403,-86.158068
"San Jose-Sunnyvale-Santa Clara, CA",1919641,1836911,4.5,0 to 5,37.3393857,-121.8949555
"Austin-Round Rock, TX",1883051,1716289,9.72,5 to 10,30.267153,-97.7430608
"Nashville-DavidsonMurfreesboroFranklin, TN",1757912,1670890,5.21,5 to 10,36.166667,-86.783333
"Virginia Beach-Norfolk-Newport News, VA-NC",1707369,1676822,1.82,0 to 5,36.8529263,-75.977985
"Providence-Warwick, RI-MA",1604291,1600852,0.21,0 to 5,41.8239891,-71.4128343
"Milwaukee-Waukesha-West Allis, WI",1569659,1555908,0.88,0 to 5,43.0389025,-87.9064736
"Jacksonville, FL",1394624,1345596,3.64,0 to 5,30.3321838,-81.655651
"Memphis, TN-MS-AR",1341746,1324829,1.28,0 to 5,35.1495343,-90.0489801
"Oklahoma City, OK",1319677,1252987,5.32,5 to 10,35.4675602,-97.5164276
"Louisville/Jefferson County, KY-IN",1262261,1235708,2.15,0 to 5,38.2526647,-85.7584557
"Richmond, VA",1245764,1208101,3.12,0 to 5,37.5407246,-77.4360481
"New Orleans-Metairie, LA",1240977,1189866,4.3,0 to 5,29.9510658,-90.0715323
"Hartford-West Hartford-East Hartford, CT",1215211,1212381,0.23,0 to 5,41.7637111,-72.6850932
"Raleigh, NC",1214516,1130490,7.43,5 to 10,35.7795897,-78.6381787
"Salt Lake City, UT",1140483,1087873,4.84,0 to 5,40.7607793,-111.8910474
"Birmingham-Hoover, AL",1140300,1128047,1.09,0 to 5,33.5206608,-86.80249
"Buffalo-Cheektowaga-Niagara Falls, NY",1134155,1135509,-0.12,-5 to 0,42.8864468,-78.8783689
"Rochester, NY",1083278,1079671,0.33,0 to 5,43.16103,-77.6109219
"Grand Rapids-Wyoming, MI",1016603,988938,2.8,0 to 5,42.9633599,-85.6680863
"Tucson, AZ",996544,980263,1.66,0 to 5,32.2217429,-110.926479
"Urban Honolulu, HI",983429,953207,3.17,0 to 5,21.3008204,-157.8626016
"Tulsa, OK",961561,937478,2.57,0 to 5,36.1539816,-95.992775
"Fresno, CA",955272,930450,2.67,0 to 5,36.7468422,-119.7725868
"Bridgeport-Stamford-Norwalk, CT",939904,916829,2.52,0 to 5,41.1865478,-73.1951767
"Worcester, MA-CT",926710,916980,1.06,0 to 5,42.2625932,-71.8022934
"Albuquerque, NM",902797,887077,1.77,0 to 5,35.110703,-106.609991
"Omaha-Council Bluffs, NE-IA",895151,865350,3.44,0 to 5,41.2523634,-95.9979883
"Albany-Schenectady-Troy, NY",877905,870716,0.83,0 to 5,42.6525793,-73.7562317
"Bakersfield, CA",864124,839631,2.92,0 to 5,35.3732921,-119.0187125
"New Haven-Milford, CT",862287,862477,-0.02,-5 to 0,41.308274,-72.9278835
"Knoxville, TN",852715,837571,1.81,0 to 5,35.9606384,-83.9207392
"Greenville-Anderson-Mauldin, SC",850965,824112,3.26,0 to 5,34.8526176,-82.3940104
"Oxnard-Thousand Oaks-Ventura, CA",839620,823318,1.98,0 to 5,34.1975048,-119.1770516
"El Paso, TX",831036,804123,3.35,0 to 5,31.7775757,-106.4424559
"Allentown-Bethlehem-Easton, PA-NJ",827048,821173,0.72,0 to 5,40.6084305,-75.4901833
"Baton Rouge, LA",820159,802484,2.2,0 to 5,30.4582829,-91.1403196
"McAllen-Edinburg-Mission, TX",815996,774769,5.32,5 to 10,26.2034071,-98.2300124
"Dayton, OH",802489,799232,0.41,0 to 5,39.7589478,-84.1916069
"Columbia, SC",793779,767598,3.41,0 to 5,34.0007104,-81.0348144
"Greensboro-High Point, NC",741065,723801,2.39,0 to 5,36.0726354,-79.7919754
"North Port-Sarasota-Bradenton, FL",732535,702281,4.31,0 to 5,27.044224,-82.2359254
"Little Rock-North Little Rock-Conway, AR",724385,699757,3.52,0 to 5,34.7464809,-92.2895948
"Charleston-North Charleston, SC",712220,664607,7.16,5 to 10,32.7764749,-79.9310512
"Akron, OH",705686,703200,0.35,0 to 5,41.0814447,-81.5190053
"Stockton-Lodi, CA",704379,685306,2.78,0 to 5,37.9577016,-121.2907796
"Colorado Springs, CO",678319,645613,5.07,5 to 10,38.8338816,-104.8213634
"Syracuse, NY",661934,662577,-0.1,-5 to 0,43.0481221,-76.1474244
"Cape Coral-Fort Myers, FL",661115,618754,6.85,5 to 10,26.5628537,-81.9495331
"Winston-Salem, NC",650820,640595,1.6,0 to 5,36.1039642,-80.254435
"Boise City, ID",650288,616561,5.47,5 to 10,43.6187102,-116.2146068
"Wichita, KS",637394,630919,1.03,0 to 5,37.688889,-97.336111
"Madison, WI",627431,605435,3.63,0 to 5,43.0730517,-89.4012302
"Springfield, MA",626915,621570,0.86,0 to 5,42.1014831,-72.589811
"Lakeland-Winter Haven, FL",623009,602095,3.47,0 to 5,28.0394654,-81.9498042
"Ogden-Clearfield, UT",621580,597159,4.09,0 to 5,41.223,-111.9738304
"Toledo, OH",608145,610001,-0.3,-5 to 0,41.6639383,-83.555212
"Deltona-Daytona Beach-Ormond Beach, FL",600756,590289,1.77,0 to 5,28.9005446,-81.2636738
"Des Moines-West Des Moines, IA",599789,569633,5.29,5 to 10,41.6005448,-93.6091064
"Augusta-Richmond County, GA-SC",580270,564873,2.73,0 to 5,33.4734978,-82.0105148
"Jackson, MS",576382,567122,1.63,0 to 5,32.2987573,-90.1848103
"Provo-Orem, UT",562239,526810,6.73,5 to 10,40.2338438,-111.6585337
"ScrantonWilkes-BarreHazleton, PA",562037,563631,-0.28,-5 to 0,41.408969,-75.6624122
"Harrisburg-Carlisle, PA",557711,549475,1.5,0 to 5,40.2731911,-76.8867008
"Youngstown-Warren-Boardman, OH-PA",555506,565773,-1.81,-5 to 0,41.0997803,-80.6495194
"Palm Bay-Melbourne-Titusville, FL",550823,543376,1.37,0 to 5,28.0344621,-80.5886646
"Chattanooga, TN-GA",541744,528143,2.58,0 to 5,35.0456297,-85.3096801
"Spokane-Spokane Valley, WA",535724,527753,1.51,0 to 5,47.6587802,-117.4260466
"Durham-Chapel Hill, NC",534578,504357,5.99,5 to 10,35.9940329,-78.898619
"Lancaster, PA",529600,519445,1.95,0 to 5,40.0378755,-76.3055144
"Modesto, CA",525491,514453,2.15,0 to 5,37.6390972,-120.9968782
"Portland-South Portland, ME",519900,514098,1.13,0 to 5,43.661471,-70.2553259
"Santa Rosa, CA",495025,483878,2.3,0 to 5,38.440429,-122.7140548
"Fayetteville-Springdale-Rogers, AR-MO",491966,463204,6.21,5 to 10,36.0625795,-94.1574263
"Lexington-Fayette, KY",489435,472099,3.67,0 to 5,38.0405837,-84.5037164
"Lafayette, LA",479116,466750,2.65,0 to 5,30.2240897,-92.0198427
"Lansing-East Lansing, MI",467321,464036,0.71,0 to 5,42.732535,-84.5555347
"Pensacola-Ferry Pass-Brent, FL",466913,448991,3.99,0 to 5,30.421309,-87.2169149
"Visalia-Porterville, CA",454143,442179,2.71,0 to 5,36.3302284,-119.2920585
"Springfield, MO",448744,436712,2.76,0 to 5,37.2089572,-93.2922989
"Shreveport-Bossier City, LA",446471,439811,1.51,0 to 5,32.5251516,-93.7501789
"Corpus Christi, TX",442600,428185,3.37,0 to 5,27.8005828,-97.396381
"York-Hanover, PA",438965,434972,0.92,0 to 5,39.9625984,-76.727745
"Port St. Lucie, FL",438095,424107,3.3,0 to 5,27.2730492,-80.3582261
"Reno, NV",437673,425417,2.88,0 to 5,39.5296329,-119.8138027
"Asheville, NC",437657,424858,3.01,0 to 5,35.5950581,-82.5514869
"Huntsville, AL",435737,417593,4.34,0 to 5,34.7303688,-86.5861037
"Santa Maria-Santa Barbara, CA",435697,423895,2.78,0 to 5,34.9530337,-120.4357191
"Salinas, CA",428826,415057,3.32,0 to 5,36.6777372,-121.6555013
"Vallejo-Fairfield, CA",424788,413344,2.77,0 to 5,38.1040864,-122.2566367
"Fort Wayne, IN",424122,416257,1.89,0 to 5,41.079273,-85.1393513
"Killeen-Temple, TX",423257,405300,4.43,0 to 5,31.1171194,-97.7277959
"Brownsville-Harlingen, TX",417276,406220,2.72,0 to 5,25.9017472,-97.4974838
"Flint, MI",415376,425790,-2.45,-5 to 0,43.0125274,-83.6874562
"Mobile, AL",414079,412992,0.26,0 to 5,30.6953657,-88.0398912
"Reading, PA",413521,411442,0.51,0 to 5,40.3356483,-75.9268747
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",404951,376722,7.49,5 to 10,33.6890603,-78.8866943
"Beaumont-Port Arthur, TX",404872,403190,0.42,0 to 5,30.080174,-94.1265562
"Manchester-Nashua, NH",403895,400721,0.79,0 to 5,42.9956397,-71.4547891
"Canton-Massillon, OH",403707,404422,-0.18,-5 to 0,40.7989473,-81.378447
"Salem, OR",400408,390738,2.47,0 to 5,44.9428975,-123.0350963
"Anchorage, AK",396142,380821,4.02,0 to 5,61.2180556,-149.9002778
"Salisbury, MD-DE",385438,373802,3.11,0 to 5,38.3606736,-75.5993692
"Davenport-Moline-Rock Island, IA-IL",383681,379690,1.05,0 to 5,41.5236437,-90.5776367
"Gulfport-Biloxi-Pascagoula, MS",382516,370702,3.19,0 to 5,30.3674198,-89.0928155
"Peoria, IL",382114,379186,0.77,0 to 5,40.6936488,-89.5889864
"Fayetteville, NC",377193,366383,2.95,0 to 5,35.0526641,-78.8783585
"Montgomery, AL",373510,374536,-0.27,-5 to 0,32.3668052,-86.2999689
"Tallahassee, FL",373255,367413,1.59,0 to 5,30.4382559,-84.2807329
"Trenton, NJ",370414,366513,1.06,0 to 5,40.2170534,-74.7429384
"Savannah, GA",366047,347611,5.3,5 to 10,32.0835407,-81.0998342
"Huntington-Ashland, WV-KY-OH",364101,364908,-0.22,-5 to 0,38.4192496,-82.445154
"Hickory-Lenoir-Morganton, NC",363572,365497,-0.53,-5 to 0,35.7344538,-81.3444573
"Eugene, OR",356212,351715,1.28,0 to 5,44.0520691,-123.0867536
"Ann Arbor, MI",354240,344791,2.74,0 to 5,42.2808256,-83.7430378
"Rockford, IL",344623,349431,-1.38,-5 to 0,42.2711311,-89.0939952
"Naples-Immokalee-Marco Island, FL",339642,321520,5.64,5 to 10,26.1420358,-81.7948103
"Ocala, FL",337362,331298,1.83,0 to 5,29.1871986,-82.1400923
"Kalamazoo-Portage, MI",332180,326589,1.71,0 to 5,42.2917069,-85.5872286
"Spartanburg, SC",318999,313268,1.83,0 to 5,34.9495672,-81.9320482
"South Bend-Mishawaka, IN-MI",318619,319224,-0.19,-5 to 0,41.6763545,-86.2519898
"Columbus, GA-AL",316554,294865,7.36,5 to 10,32.4609764,-84.9877094
"Fort Collins, CO",315988,299630,5.46,5 to 10,40.5852602,-105.084423
"Evansville, IN-KY",314280,311552,0.88,0 to 5,37.9715592,-87.5710898
"Lincoln, NE",314125,302157,3.96,0 to 5,40.809722,-96.675278
"Green Bay, WI",312409,306241,2.01,0 to 5,44.519159,-88.019826
"Roanoke, VA",311835,308707,1.01,0 to 5,37.2709704,-79.9414266
"Boulder, CO",310048,294567,5.26,5 to 10,40.0149856,-105.2705456
"Kingsport-Bristol-Bristol, TN-VA",309283,309544,-0.08,-5 to 0,36.548434,-82.5618186
"Lubbock, TX",301038,290805,3.52,0 to 5,33.5778631,-101.8551665
"Utica-Rome, NY",297766,299397,-0.54,-5 to 0,43.100903,-75.232664
"Erie, PA",280294,280566,-0.1,-5 to 0,42.1292241,-80.085059
"Fort Smith, AR-OK",279974,280467,-0.18,-5 to 0,35.3859242,-94.3985475
"Duluth, MN-WI",279887,279771,0.04,0 to 5,46.7866719,-92.1004852
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",276443,269637,2.52,0 to 5,35.2827524,-120.6596156
"Atlantic City-Hammonton, NJ",275862,274549,0.48,0 to 5,39.3642834,-74.4229266
"Norwich-New London, CT",274150,274055,0.03,0 to 5,41.5242649,-72.0759105
"Clarksville, TN-KY",272579,260625,4.59,0 to 5,36.5297706,-87.3594528
"Kennewick-Richland, WA",271124,253340,7.02,5 to 10,46.2112458,-119.1372338
"Gainesville, FL",270382,264275,2.31,0 to 5,29.6516344,-82.3248262
"Greeley, CO",269785,252825,6.71,5 to 10,40.4233142,-104.7091322
"Santa Cruz-Watsonville, CA",269419,262382,2.68,0 to 5,36.9741171,-122.0307963
"Wilmington, NC",268601,254884,5.38,5 to 10,34.2257255,-77.9447102
"Merced, CA",263228,255793,2.91,0 to 5,37.3021632,-120.4829677
"Laredo, TX",262495,250304,4.87,0 to 5,27.5305671,-99.4803241
"Cedar Rapids, IA",262421,257940,1.74,0 to 5,41.9778795,-91.6656232
"Olympia-Tumwater, WA",262388,252264,4.01,0 to 5,47.0378741,-122.9006951
"Waco, TX",258974,252772,2.45,0 to 5,31.549333,-97.1466695
"Hagerstown-Martinsburg, MD-WV",258294,251599,2.66,0 to 5,39.6417629,-77.7199932
"Amarillo, TX",258196,251933,2.49,0 to 5,35.2219971,-101.8312969
"Lynchburg, VA",256455,252634,1.51,0 to 5,37.4137536,-79.1422464
"Bremerton-Silverdale, WA",253968,251133,1.13,0 to 5,47.5673202,-122.6329356
"Crestview-Fort Walton Beach-Destin, FL",253618,235865,7.53,5 to 10,30.7541808,-86.5727995
"Binghamton, NY",247777,251725,-1.57,-5 to 0,42.0986867,-75.9179738
"Yakima, WA",247044,243231,1.57,0 to 5,46.6020711,-120.5058987
"Sioux Falls, SD",243513,228261,6.68,5 to 10,43.5445959,-96.7311034
"College Station-Bryan, TX",236819,228660,3.57,0 to 5,30.627977,-96.3344068
"Tuscaloosa, AL",235628,230162,2.37,0 to 5,33.2098407,-87.5691735
"Champaign-Urbana, IL",235162,231891,1.41,0 to 5,40.1164204,-88.2433829
"Topeka, KS",234203,233870,0.14,0 to 5,39.0558235,-95.6890185
"Macon, GA",231259,232293,-0.45,-5 to 0,32.8406946,-83.6324022
"Appleton, WI",229962,225666,1.9,0 to 5,44.2619309,-88.4153847
"Charleston, WV",224743,227078,-1.03,-5 to 0,38.3498195,-81.6326234
"Charlottesville, VA",224055,218705,2.45,0 to 5,38.0293059,-78.4766781
"Fargo, ND-MN",223490,208777,7.05,5 to 10,46.8771863,-96.7898034
"Chico, CA",222090,220000,0.95,0 to 5,39.7284944,-121.8374777
"Longview, TX",216530,214369,1.01,0 to 5,32.5007037,-94.7404891
"Tyler, TX",216080,209714,3.04,0 to 5,32.3512601,-95.3010624
"Prescott, AZ",215133,211033,1.94,0 to 5,34.5400242,-112.4685025
"Barnstable Town, MA",214990,215888,-0.42,-5 to 0,41.7003208,-70.3002024
"Burlington-South Burlington, VT",214796,211261,1.67,0 to 5,44.4758825,-73.212072
"Las Cruces, NM",213460,209233,2.02,0 to 5,32.3199396,-106.7636538
"Rochester, MN",211853,206877,2.41,0 to 5,44.0234,-92.46295
"Springfield, IL",211752,210170,0.75,0 to 5,39.7817213,-89.6501481
"Houma-Thibodaux, LA",209890,208178,0.82,0 to 5,29.5957696,-90.7195348
"Lafayette-West Lafayette, IN",209027,201789,3.59,0 to 5,40.4167022,-86.8752869
"Medford, OR",208545,203206,2.63,0 to 5,42.3265152,-122.8755949
"Bellingham, WA",206353,201140,2.59,0 to 5,48.74908,-122.4781473
"Florence, SC",206261,205566,0.34,0 to 5,34.1954331,-79.7625625
"Lake Havasu City-Kingman, AZ",203030,200186,1.42,0 to 5,34.483901,-114.3224548
"Lake Charles, LA",202040,199607,1.22,0 to 5,30.2265949,-93.2173758
"Yuma, AZ",201201,195751,2.78,0 to 5,32.6926512,-114.6276916
"Johnson City, TN",200966,198716,1.13,0 to 5,36.3134397,-82.3534727
"Elkhart-Goshen, IN",200563,197559,1.52,0 to 5,41.6819935,-85.9766671
"Hilton Head Island-Bluffton-Beaufort, SC",198467,187010,6.13,5 to 10,32.216316,-80.752608
"Athens-Clarke County, GA",197905,192541,2.79,0 to 5,33.95,-83.383333
"Saginaw, MI",196542,200169,-1.81,-5 to 0,43.4194699,-83.9508068
"Daphne-Fairhope-Foley, AL",195540,182265,7.28,5 to 10,30.6035255,-87.9036047
"Racine, WI",195041,195408,-0.19,-5 to 0,42.7261309,-87.7828523
"St. Cloud, MN",191306,189093,1.17,0 to 5,45.5579451,-94.1632404
"Bloomington, IL",191067,186133,2.65,0 to 5,40.4842027,-88.9936873
"Panama City, FL",190816,184715,3.3,0 to 5,30.1588129,-85.6602058
"Gainesville, GA",187745,179684,4.49,0 to 5,34.2978794,-83.8240663
"Warner Robins, GA",186214,179605,3.68,0 to 5,32.608611,-83.638056
"Jacksonville, NC",185220,177772,4.19,0 to 5,34.7540524,-77.4302414
"Kingston, NY",180998,182493,-0.82,-5 to 0,41.9270367,-73.9973608
"Blacksburg-Christiansburg-Radford, VA",180351,178237,1.19,0 to 5,37.2295733,-80.4139393
"Redding, CA",178980,177223,0.99,0 to 5,40.5865396,-122.3916754
"Monroe, LA",178564,176441,1.2,0 to 5,32.5093109,-92.1193012
"El Centro, CA",176584,174528,1.18,0 to 5,32.792,-115.5630514
"Joplin, MO",175243,175518,-0.16,-5 to 0,37.0842271,-94.513281
"Greenville, NC",174263,168148,3.64,0 to 5,35.612661,-77.3663538
"Terre Haute, IN",172195,172425,-0.13,-5 to 0,39.4667034,-87.4139092
"Muskegon, MI",171008,172188,-0.69,-5 to 0,43.2341813,-86.2483921
"Columbia, MO",170773,162642,5,5 to 10,38.9517053,-92.3340724
"Oshkosh-Neenah, WI",169541,166994,1.53,0 to 5,44.0247062,-88.5426136
"Waterloo-Cedar Falls, IA",169484,167819,0.99,0 to 5,42.492786,-92.3425775
"Dover, DE",169416,162310,4.38,0 to 5,39.158168,-75.5243682
"Sioux City, IA-NE-SD",168714,168563,0.09,0 to 5,42.4999942,-96.4003069
"Yuba City, CA",168690,166892,1.08,0 to 5,39.1404477,-121.6169108
"Abilene, TX",167501,165252,1.36,0 to 5,32.4487364,-99.7331439
"East Stroudsburg, PA",167148,169842,-1.59,-5 to 0,40.9995386,-75.1812913
"Bend-Redmond, OR",165954,157733,5.21,5 to 10,44.0581728,-121.3153096
"Billings, MT",165361,158934,4.04,0 to 5,45.7832856,-108.5006904
"Punta Gorda, FL",164736,159978,2.97,0 to 5,26.9297836,-82.0453664
"Eau Claire, WI",164570,161151,2.12,0 to 5,44.811349,-91.4984941
"Bowling Green, KY",163536,158599,3.11,0 to 5,36.9685219,-86.4808043
"Bloomington, IN",163089,159549,2.22,0 to 5,39.165325,-86.5263857
"Pueblo, CO",161451,159063,1.5,0 to 5,38.2544472,-104.6091409
"Iowa City, IA",161170,152586,5.63,5 to 10,41.6611277,-91.5301683
"Janesville-Beloit, WI",160739,160331,0.25,0 to 5,42.6827885,-89.0187222
"Jackson, MI",160369,160248,0.08,0 to 5,42.245869,-84.4013462
"Kahului-Wailuku-Lahaina, HI",160292,154924,3.46,0 to 5,20.8893351,-156.4729469
"Vineland-Bridgeton, NJ",157332,156898,0.28,0 to 5,39.4863773,-75.0259637
"Midland, TX",156780,141671,10.66,10 to 15,31.9973456,-102.0779146
"Albany, GA",155694,157308,-1.03,-5 to 0,31.5785074,-84.155741
"State College, PA",155403,153990,0.92,0 to 5,40.7933949,-77.8600012
"Niles-Benton Harbor, MI",155252,156813,-1,-5 to 0,41.8297694,-86.2541768
"Alexandria, LA",154753,153922,0.54,0 to 5,31.3112936,-92.4451371
"Burlington, NC",154378,151131,2.15,0 to 5,36.0956918,-79.4377991
"Decatur, AL",153374,153829,-0.3,-5 to 0,34.6059253,-86.9833417
"Bangor, ME",153364,153923,-0.36,-5 to 0,44.8011821,-68.7778138
"Madera, CA",152389,150865,1.01,0 to 5,36.9613356,-120.0607176
"Chambersburg-Waynesboro, PA",152085,149618,1.65,0 to 5,39.9375911,-77.6611022
"Elizabethtown-Fort Knox, KY",151465,148338,2.11,0 to 5,37.7030646,-85.8649408
"Wichita Falls, TX",151201,151306,-0.07,-5 to 0,33.9137085,-98.4933873
"Hanford-Corcoran, CA",150960,152982,-1.32,-5 to 0,36.3274502,-119.6456844
"Auburn-Opelika, AL",150933,140247,7.62,5 to 10,32.6098566,-85.4807825
"Rocky Mount, NC",150667,152392,-1.13,-5 to 0,35.9382103,-77.7905339
"Jefferson City, MO",150494,149807,0.46,0 to 5,38.5767017,-92.1735164
"Monroe, MI",150376,152021,-1.08,-5 to 0,41.9164343,-83.3977101
"Texarkana, TX-AR",149619,149198,0.28,0 to 5,33.425125,-94.0476882
"Odessa, TX",149378,137130,8.93,5 to 10,31.8456816,-102.3676431
"Hattiesburg, MS",147991,142842,3.6,0 to 5,31.3271189,-89.2903392
"St. George, UT",147800,138115,7.01,5 to 10,37.0965278,-113.5684164
"Dothan, AL",147691,145639,1.41,0 to 5,31.2232313,-85.3904888
"Grand Junction, CO",147554,146723,0.57,0 to 5,39.0638705,-108.5506486
"Santa Fe, NM",147423,144170,2.26,0 to 5,35.6869752,-105.937799
"Florence-Muscle Shoals, AL",147317,147137,0.12,0 to 5,34.79981,-87.677251
"Wheeling, WV-OH",145757,147950,-1.48,-5 to 0,40.0639616,-80.7209149
"Coeur d'Alene, ID",144265,138494,4.17,0 to 5,47.6776832,-116.7804664
"Valdosta, GA",142897,139588,2.37,0 to 5,30.8327022,-83.2784851
"Dalton, GA",142212,142227,-0.01,-5 to 0,34.7698021,-84.9702228
"Sebastian-Vero Beach, FL",141994,138028,2.87,0 to 5,27.816415,-80.4706078
"Rapid City, SD",141431,134598,5.08,5 to 10,44.0805434,-103.2310149
"Johnstown, PA",140499,143679,-2.21,-5 to 0,40.3267407,-78.9219698
"Napa, CA",140326,136484,2.81,0 to 5,38.2975381,-122.286865
"Homosassa Springs, FL",139271,141236,-1.39,-5 to 0,28.8037059,-82.5761369
"Idaho Falls, ID",137073,133265,2.86,0 to 5,43.4916514,-112.0339645
"Flagstaff, AZ",136539,134421,1.58,0 to 5,35.1982836,-111.651302
"Springfield, OH",136167,138333,-1.57,-5 to 0,39.9242266,-83.8088171
"Morgantown, WV",136133,129709,4.95,0 to 5,39.629526,-79.9558968
"La Crosse-Onalaska, WI-MN",135512,133665,1.38,0 to 5,43.8013556,-91.2395807
"Lebanon, PA",135486,133568,1.44,0 to 5,40.3409251,-76.4113497
"Wausau, WI",135416,134063,1.01,0 to 5,44.9591352,-89.6301221
"Battle Creek, MI",135012,136146,-0.83,-5 to 0,42.3211522,-85.1797142
"Winchester, VA-WV",131980,128472,2.73,0 to 5,39.1856597,-78.1633341
"Lawton, OK",131089,130291,0.61,0 to 5,34.6035669,-98.3959291
"Jackson, TN",130645,130011,0.49,0 to 5,35.6145169,-88.8139469
"Logan, UT-ID",129763,125442,3.44,0 to 5,41.7369803,-111.8338359
"Pittsfield, MA",129585,131219,-1.25,-5 to 0,42.4500845,-73.2453824
"Sierra Vista-Douglas, AZ",129473,131346,-1.43,-5 to 0,31.5455001,-110.2772856
"Harrisonburg, VA",129136,125228,3.12,0 to 5,38.4495688,-78.8689155
"Glens Falls, NY",128430,128923,-0.38,-5 to 0,42.2548097,-74.0270786
"St. Joseph, MO-KS",127767,127329,0.34,0 to 5,39.7674578,-94.846681
"New Bern, NC",127657,126802,0.67,0 to 5,35.108493,-77.0441143
"Carbondale-Marion, IL",126738,126575,0.13,0 to 5,37.7272727,-89.2167501
"Farmington, NM",126503,130044,-2.72,-5 to 0,36.7280583,-108.2186856
"Altoona, PA",126314,127089,-0.61,-5 to 0,40.5186809,-78.3947359
"Jonesboro, AR",125633,121026,3.81,0 to 5,35.8422967,-90.704279
"Hammond, LA",125412,121097,3.56,0 to 5,30.5043583,-90.4611995
"Goldsboro, NC",124583,122623,1.6,0 to 5,35.3848841,-77.9927651
"Beckley, WV",124432,124898,-0.37,-5 to 0,37.7781702,-81.1881557
"Bismarck, ND",123751,114778,7.82,5 to 10,46.8083268,-100.7837392
"Sherman-Denison, TX",122353,120877,1.22,0 to 5,33.6356618,-96.6088805
"Weirton-Steubenville, WV-OH",121992,124454,-1.98,-5 to 0,40.4189566,-80.5895167
"Mansfield, OH",121773,124475,-2.17,-5 to 0,40.75839,-82.5154471
"Staunton-Waynesboro, VA",119525,118502,0.86,0 to 5,38.149576,-79.0716958
"Watertown-Fort Drum, NY",119504,116229,2.82,0 to 5,43.9747838,-75.9107565
"Mount Vernon-Anacortes, WA",118837,116901,1.66,0 to 5,48.421216,-122.3340474
"Albany, OR",118765,116672,1.79,0 to 5,44.6365107,-123.1059282
"Cleveland, TN",118538,115788,2.38,0 to 5,35.1595182,-84.8766115
"Muncie, IN",117484,117671,-0.16,-5 to 0,40.1933767,-85.3863599
